id,sentence,label
"claim-1631,evidence-781940","The warming trend is the same in rural and urban areas, measured by thermometers and satellites.[SEP]Both trends started in the 1980s.",0
"claim-1631,evidence-306180","The warming trend is the same in rural and urban areas, measured by thermometers and satellites.[SEP]Moisture is removed by orographic lift, leaving drier air (see katabatic wind) on the descending and generally warming, leeward side where a rain shadow is observed.",0
"claim-1631,evidence-19385","The warming trend is the same in rural and urban areas, measured by thermometers and satellites.[SEP]Vahrenholt belongs to the minority that is skeptical about human-induced global warming.",0
"claim-1631,evidence-19306","The warming trend is the same in rural and urban areas, measured by thermometers and satellites.[SEP]A combination of satellite observations of its changing volume, flow and gravitational attraction with modelling of its surface mass balance suggests the overall mass balance of the East Antarctic Ice Sheet was relatively steady or slightly positive for much of the period 1992–2017.",0
"claim-382,evidence-717503",The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives.[SEP]Primary energy use per capita in Belarus in 2009 (34 MWh) was slightly more than in Portugal (26 MWh) and about half of the use in Belgium (64 MWh) or Sweden (62 MWh).,0
"claim-382,evidence-568844","The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives.[SEP]The Energy Information Administration has reported that wind power received the largest share of direct federal subsidies and support in fiscal year 2013 (the latest year for which statistics are available), accounting for 37% ($5.936 billion) of total electric power-related subsidies.",0
"claim-382,evidence-123416","The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives.[SEP]Other plans include making society carbon neutral and using renewable energy, including solar, wind, and methane sources.",0
"claim-2052,evidence-518734","Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity.[SEP]According to Rahn, the authors ""provide overwhelming evidence"" that warming would occur with or without mankind increasing CO2 emissions or doing anything else.",0
"claim-2052,evidence-146332","Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity.[SEP]As of the year 2002, the standard carbon tax rate since 1996 amounts to 100 DKK per tonne of CO 2, equivalent to approximately €13 or US$18.",0
"claim-2052,evidence-645683","Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity.[SEP]Warming beyond the 2 °C (3.6 °F) target potentially lead to rates of sea-level rise dominated by ice loss from Antarctica.",0
"claim-2052,evidence-722761","Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity.[SEP]Thus, a small change in the mean temperature of the ocean represents a very large change in the total heat content of the climate system.",0
"claim-2052,evidence-247680","Nor is there any evidence that levels as high as 7,000 ppm of CO2 did or could cause ocean acidity.[SEP]""How do we know more CO2 is causing warming?"".",0
"claim-2304,evidence-210566",We expect to see record cold temperatures even during global warming.[SEP]Recent global warming is one of many natural cycles of warming and cooling in geologic history.,0
"claim-2304,evidence-753386",We expect to see record cold temperatures even during global warming.[SEP]Lovelock has become concerned about the threat of global warming from the greenhouse effect.,0
"claim-2304,evidence-110772","We expect to see record cold temperatures even during global warming.[SEP]Another peer-reviewed study suggested that using wind turbines to meet 10 percent of global energy demand in 2100 could actually have a warming effect, causing temperatures to rise by 1 °C (1.8 °F) in the regions on land where the wind farms are installed, including a smaller increase in areas beyond those regions.",0
"claim-2304,evidence-519752","We expect to see record cold temperatures even during global warming.[SEP]In particular, the press should explain how current news stories, such as hurricanes, droughts and insect infestations are related to global warming.",0
"claim-2304,evidence-769430",We expect to see record cold temperatures even during global warming.[SEP]The temperatures in the coldest upper region of the troposphere (the tropopause) actually vary in the range between 49 and 57 K (−224 and −216 °C; −371 and −357 °F) depending on planetary latitude.,0
"claim-2304,evidence-529588","We expect to see record cold temperatures even during global warming.[SEP]In a January 2013 survey, Pew found that 69% of Americans say there is solid evidence that the Earth's average temperature has gotten warmer over the past few decades, up six points since November 2011 and 12 points since 2009.",0
"claim-2304,evidence-49800","We expect to see record cold temperatures even during global warming.[SEP]He also believes that decreasing tropical cirrus clouds in a warmer world will allow more longwave radiation to escape the atmosphere, counteracting the warming.",0
"claim-2304,evidence-30459",We expect to see record cold temperatures even during global warming.[SEP]Hydrofluorocarbons are included in the Kyoto Protocol because of their very high Global Warming Potential and are facing calls to be regulated under the Montreal Protocol due to the recognition of halocarbon contributions to climate change.,0
"claim-2304,evidence-231916",We expect to see record cold temperatures even during global warming.[SEP]Regulating black carbon emissions from diesel engines and marine vessels therefore presents a significant opportunity to reduce black carbon's global warming impact.,0
"claim-2304,evidence-721647","We expect to see record cold temperatures even during global warming.[SEP]Perhaps what has made this hoax so effective is that we hear over and over that the science is settled and there is a consensus that, unless we fundamentally change our way of life by limiting greenhouse gas emissions, we will cause catastrophic global warming.",0
"claim-622,evidence-1128954","A longer and warmer growing season also has an effect, Dr. Overpeck said, as plants take up more water, further reducing stream flows.[SEP]Moreover, global warming is causing Arctic sea ice to thaw at historic rates, many species of plants are blooming earlier than expected, and the migration routes of many birds, fish, mammals, and insects are changing.",0
"claim-622,evidence-1029618","A longer and warmer growing season also has an effect, Dr. Overpeck said, as plants take up more water, further reducing stream flows.[SEP]Broadly speaking, if clouds, especially low clouds, increase in a warmer climate, the resultant cooling effect leads to a negative feedback in climate response to increased greenhouse gases.",0
"claim-622,evidence-1172690","A longer and warmer growing season also has an effect, Dr. Overpeck said, as plants take up more water, further reducing stream flows.[SEP]The loss of topsoil means that plants cannot take root firmly and can be uprooted by torrential water or strong winds.",0
"claim-622,evidence-462335","A longer and warmer growing season also has an effect, Dr. Overpeck said, as plants take up more water, further reducing stream flows.[SEP]The seasonal Salinas River had brackish tule ponds in broad depressed areas, and more salinity during summer and drought lowered flows.",0
"claim-2245,evidence-1062297","Overall, about 90% of the global warming occurs after the CO2 increase.[SEP]Meanwhile, he is happy to claim credit for ""predicting"" the increase of AIDS or global warming.",0
"claim-2245,evidence-801082","Overall, about 90% of the global warming occurs after the CO2 increase.[SEP]Not only do increasing carbon dioxide concentrations lead to increases in global surface temperature, but increasing global temperatures also cause increasing concentrations of carbon dioxide.",0
"claim-2245,evidence-1139472","Overall, about 90% of the global warming occurs after the CO2 increase.[SEP]This increase will be most dramatic on the least-urbanized continents, Asia and Africa.",0
"claim-2835,evidence-538920","Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade.[SEP]Most studies connect sea ice changes to polar amplification.",0
"claim-2835,evidence-453904","Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade.[SEP]Other sources of methane include submarine taliks, river transport, ice complex retreat, submarine permafrost and decaying gas hydrate deposits.",0
"claim-2835,evidence-843557","Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade.[SEP]This means that it is a very cold continent where water is mostly in the form of ice.",0
"claim-2835,evidence-1113630","Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade.[SEP]On average over a year, the ice floe has diminished by 4.3% every ten years.",0
"claim-1314,evidence-535443","Higher temperatures, we’re told, will be deadly—killing “thousands to tens of thousands” of Americans[SEP]It is known for having recorded the lowest temperature in Kosovo, -32.5 ° C, on 25 January 1963.",0
"claim-1314,evidence-325821","Higher temperatures, we’re told, will be deadly—killing “thousands to tens of thousands” of Americans[SEP]Note that the actual increase in the global surface temperature during the 100 years ending in 2005 was 0.74 ± 0.18 °C.",0
"claim-1314,evidence-736498","Higher temperatures, we’re told, will be deadly—killing “thousands to tens of thousands” of Americans[SEP]It is the worst in Chilean history, killing at least 58 people.",0
"claim-2821,evidence-213062","The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).[SEP]James Titus, project manager for sea level rise at the U.S. Environmental Protection Agency, identifies the following criteria that policy makers should use in assessing responses to global warming:",0
"claim-2821,evidence-366668","The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).[SEP]This large-scale pattern of change is a robust feature present in nearly all of the simulations conducted by the world's climate modeling groups for the 4th Assessment of the Intergovernmental Panel on Climate Change (IPCC), and is also evident in observed 20th century precipitation trends.",0
"claim-2821,evidence-874144","The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).[SEP]Hamilton argues that to believe anything else is to deny the climate change truth and engage in wishful thinking.",0
"claim-2821,evidence-1071200","The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).[SEP]A study released in 2009, combined historical weather station data with satellite measurements to deduce past temperatures over large regions of the continent, and these temperatures indicate an overall warming trend.",0
"claim-2821,evidence-1102933","The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).[SEP]In 2008, the Greenpeace staff blog noted, ""If you’re concerned about global warming and want to do something about it, Joseph Romm’s ""Hell and High Water""... is a fantastic primer.",0
"claim-666,evidence-251169","while it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice.[SEP]A 2018 study of the thickness of sea ice found a decrease of 66% or 2.0 m over the last six decades and a shift from permanent ice to largely seasonal ice cover.",0
"claim-666,evidence-1116441","while it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice.[SEP]Subsequent work with the satellite passive-microwave data indicates that from late October 1978 through the end of 1996 the extent of Arctic sea ice decreased by 2.9% per decade while the extent of Antarctic sea ice increased by 1.3% per decade.",0
"claim-666,evidence-209452","while it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice.[SEP]A 2009 study of the effects of collapse of the [[West Antarctic Ice Sheet]] shows the result of both of these effects.",0
"claim-788,evidence-818126",But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]While the IPCC process tries to find and orchestrate the findings of global (climate) change research to shape a worldwide consensus on the matter it has been itself been object of a strong politicization.,0
"claim-788,evidence-546501",But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]Context for the founding of the GCC from 1988 included the establishment of the Intergovernmental Panel on Climate Change (IPCC) and NASA climatologist James Hansen's congressional testimony that climate change was occurring.,0
"claim-788,evidence-53655","But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]Climate science predictions are based substantially on historical analysis of Earth's paleoclimate (climate through geological ages), and the sea-level/ temperature/ carbon dioxide record.",0
"claim-788,evidence-641463","But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]Speaking on the decision, Bill McKibben said, “President Obama is the first world leader to reject a project because of its effect on the climate.",0
"claim-788,evidence-1110186","But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]Deforestation eliminates carbon sinks, accelerating the process of climate change.",0
"claim-788,evidence-727007","But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]Writing in ""The Herald"", Brian Morton was largely sympathetic to the position taken by Booker in the book: ""The question isn't whether climate is changing, but what is to blame.",0
"claim-788,evidence-241122","But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]In 1969, NATO was the first candidate to deal with climate change on an international level.",0
"claim-788,evidence-992706","But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]Climate change leads to a warmer ground temperature and its effects include earlier snowmelt dates, drier than expected vegetation, increased number of potential fire days, increased occurrence of summer droughts, and a prolonged dry season.",0
"claim-788,evidence-1131445","But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.[SEP]At a Washington, D.C. press conference on the eve of the second United Nations Climate Change conference in Geneva, GCC's executive director said, ""The time for decision is not yet now.",0
"claim-802,evidence-147465","that likewise determined that the actual increases in warming post-2000 was ‘generally smaller than trends estimated’ from the models.”[SEP]""The next five years will be 'anomalously warm,' scientists predict"".",0
"claim-802,evidence-365517",that likewise determined that the actual increases in warming post-2000 was ‘generally smaller than trends estimated’ from the models.”[SEP]They did note that the agreement between the observations and the intermediate scenario was accidental because the climate sensitivity used was higher than current estimates.,0
"claim-802,evidence-931737",that likewise determined that the actual increases in warming post-2000 was ‘generally smaller than trends estimated’ from the models.”[SEP]The sharp acceleration in CO 2 emissions since 2000 to more than a 3% increase per year (more than 2 ppm per year) from 1.1% per year during the 1990s is attributable to the lapse of formerly declining trends in carbon intensity of both developing and developed nations.,0
"claim-802,evidence-591257","that likewise determined that the actual increases in warming post-2000 was ‘generally smaller than trends estimated’ from the models.”[SEP]""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic"".",0
"claim-802,evidence-198963","that likewise determined that the actual increases in warming post-2000 was ‘generally smaller than trends estimated’ from the models.”[SEP]The radiation converts to heat which causes global warming, which is better known as the greenhouse effect.",0
"claim-1827,evidence-1018758","Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.[SEP]DeSmogBlog opposes what it describes as ""a well-funded and highly organized public relations campaign"" that it says is ""poisoning"" the climate change debate.",0
"claim-1827,evidence-201894","Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.[SEP]The results of a climactic event catalyzing migration change depending on the onset of the event, however, climate change related events such as drought and hurricanes augment or increase youth migration.",0
"claim-1827,evidence-1146634","Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.[SEP]Many climate changes have a random aspect and a cyclical aspect.",0
"claim-1827,evidence-406947","Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.[SEP]Instead it is the role of humans that is central to the report's analysis.",0
"claim-1827,evidence-1105394","Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.[SEP]By reducing transportation emissions globally, it is predicted that there will be significant positive effects on Earth's air quality, acid rain, smog and climate change.",0
"claim-1827,evidence-64268","Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.[SEP]Some members regard climate change as a ""scam.",0
"claim-1688,evidence-826677","Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]His interest as a social anthropologist, is in ""how climate change is portrayed as a potential disaster and how we respond to that.",0
"claim-1688,evidence-584943","Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]""Climate-change–driven accelerated sea-level rise detected in the altimeter era"".",0
"claim-1688,evidence-449059","Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]There have been several initiatives at local (site-specific), local, national and regional scales aimed at strengthening to climate change.",0
"claim-1688,evidence-153228","Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]While most of the attention about climate change is directed towards global warming and greenhouse effect, some of the most severe effects of climate change are likely to be from changes in precipitation, evapotranspiration, runoff, and soil moisture.",0
"claim-1688,evidence-1036722","Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]Slow onset phenomena, including effects of climate change such as desertification and rising sea levels gradually erode livelihoods and force communities to abandon traditional homelands for more accommodating environments.",0
"claim-1688,evidence-623392",Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]Climate Change Research Initiative.,0
"claim-1688,evidence-309746","Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]John Sawyer published the study ""Man-made Carbon Dioxide and the “Greenhouse” Effect"" in 1972.",0
"claim-1688,evidence-530277","Those who contribute the least greenhouse gases will be most impacted by climate change.[SEP]Models not only project different future temperature with different emissions of greenhouse gases, but also do not fully agree on the strength of different feedbacks on climate sensitivity and the amount of inertia of the system.",0
"claim-366,evidence-782019","Armed conflicts over resources may become a reality, and have the potential to escalate into nuclear war.[SEP]Detonating large numbers of nuclear weapons would have an immediate, short term and long-term effects on the climate, causing cold weather and reduced sunlight and photosynthesis that may generate significant upheaval in advanced civilizations.",0
"claim-366,evidence-949811","Armed conflicts over resources may become a reality, and have the potential to escalate into nuclear war.[SEP]SPECTRE is working for the government of an unnamed Asian power, implied to be the People 's Republic of China, to provoke war between the superpowers.",0
"claim-366,evidence-179001","Armed conflicts over resources may become a reality, and have the potential to escalate into nuclear war.[SEP]Some of the oaks he planted are probably still growing more than a century and a half later ready to be cut to build ships of the line at a time when nuclear submarines are patrolling the seas, because Collingwood's purpose was to make sure that the Navy would never want for oaks to build the fighting ships upon which the country's safety depended.",0
"claim-967,evidence-741774","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]IPCC (2007a:13, 14) projected sea level rise to the end of the 21st century using the [[Special Report on Emissions Scenarios|SRES]] emission [[economics of global warming#Scenarios|scenarios]].",0
"claim-967,evidence-794867","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]A government report shows decreased mortality due to recent warming and predicts increased mortality due to future warming in the United Kingdom.",0
"claim-967,evidence-915569","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]Global warming is the long-term rise in the average temperature of the Earth's climate system.",0
"claim-967,evidence-669368","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]When all of the dust clouds and aerosols washed out of the atmosphere, the excess carbon dioxide would have remained and the warming would have proceeded without any mitigating effects.",0
"claim-967,evidence-93395","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]A supporter, former minister Tony Staley, has characterised global warming as a form of ""political correctness"".",0
"claim-967,evidence-944606","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]The text stated that it was ""likely that, in the Northern Hemisphere, the 1990s was the warmest decade and 1998 the warmest year"" in the past 1,000 years.",0
"claim-967,evidence-562786","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]The extent to which this is due to global warming as opposed to the Atlantic Multidecadal Oscillation is unclear.",0
"claim-967,evidence-382423","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]Other components have 95,000-year and 125,000-year cycles (with a beat period of 400,000 years).",0
"claim-967,evidence-803887","He said: ‘We have had five warming cycles since about 900AD, each followed by a dramatic cooling cycle.’[SEP]The current warming period is expected to last another 50,000 years due to a minimum in the eccentricity of the Earth's orbit.",0
"claim-2886,evidence-1180657"," As it happens, the writer of that October 2009 e-mail—Kevin Trenberth, a lead author of the warmist bible, the 2007 Intergovernmental Panel on Climate Change (IPCC) report—told Congress two years ago that evidence for manmade warming is ""unequivocal.[SEP]Gray was featured on the Australian Broadcasting Corporation program Counterpoint in a debate entitled ""Nine Lies about Global Warming"", and was interviewed in a featured story in ""The New Zealand Herald"" as a ""prominent"" global warming skeptic.",0
"claim-2886,evidence-635919"," As it happens, the writer of that October 2009 e-mail—Kevin Trenberth, a lead author of the warmist bible, the 2007 Intergovernmental Panel on Climate Change (IPCC) report—told Congress two years ago that evidence for manmade warming is ""unequivocal.[SEP]In 2010, MSNBC's ""Countdown with Keith Olbermann"" program interviewed Romm on how the military is taking action on climate change to improve national security; ""Guernica Magazine"" interviewed him on the science and politics of global warming; ""The New Yorker"" asked him to comment on the Koch-funded exhibit on evolution and climate change at the National Museum of Natural History; and ""The Atlantic"" and CBS News each reviewed a media call by Romm concerning the relationship between the January 2010 snowstorms in Washington, DC and global warming.",0
"claim-2886,evidence-977792"," As it happens, the writer of that October 2009 e-mail—Kevin Trenberth, a lead author of the warmist bible, the 2007 Intergovernmental Panel on Climate Change (IPCC) report—told Congress two years ago that evidence for manmade warming is ""unequivocal.[SEP]In June 2006, Hansen appeared on ""60 Minutes"" stating that the George W. Bush White House had edited climate-related press releases reported by federal agencies to make global warming seem less threatening.",0
"claim-2886,evidence-736021"," As it happens, the writer of that October 2009 e-mail—Kevin Trenberth, a lead author of the warmist bible, the 2007 Intergovernmental Panel on Climate Change (IPCC) report—told Congress two years ago that evidence for manmade warming is ""unequivocal.[SEP]In contrast, Representative Ro Khanna thought that creating a Select Committee specifically dedicated to a Green New Deal would be a ""very commonsense idea"", based on the recent example of the Select Committee on Energy Independence and Global Warming (2007–2011), which had proven effective in developing a 2009 bill for cap-and-trade legislation.",0
"claim-1082,evidence-532076","“But the differences between NOAA and NASA aren’t that significant, Schmidt further argued, in the context of the bigger picture.[SEP]In spite of those efforts, many people may be worried about their particular VUS even though it has not been determined to be significant or likely to be significant.",0
"claim-1082,evidence-809103","“But the differences between NOAA and NASA aren’t that significant, Schmidt further argued, in the context of the bigger picture.[SEP]Furthermore, they assert there is a growing discrepancy between RSS and sonde trends beginning in 1992, when the NOAA-12 satellite was launched.",0
"claim-1082,evidence-862267","“But the differences between NOAA and NASA aren’t that significant, Schmidt further argued, in the context of the bigger picture.[SEP]This effect is more significant locally than globally.",0
"claim-2746,evidence-317810","Dropped weather stations actually show a slightly warmer trend compared to kept stations.[SEP]The Hurt Report, published in the US in 1981, showed some alarming trends.",0
"claim-2746,evidence-244794",Dropped weather stations actually show a slightly warmer trend compared to kept stations.[SEP]Some of the greatest increases in average temperatures in the U.S. are expected in the region over the coming decades.,0
"claim-2746,evidence-595420",Dropped weather stations actually show a slightly warmer trend compared to kept stations.[SEP]Climate alarmists habitually ignore the potential economic and health benefits of warming temperatures.,0
"claim-519,evidence-56199","Since then, the planet has been cooling on a millennial scale[SEP]Increased sea ice extent does not indicate that the Southern Ocean is cooling, since the Southern Ocean is warming.",0
"claim-519,evidence-481123","Since then, the planet has been cooling on a millennial scale[SEP]Over time, the planet cooled and formed a solid crust, eventually allowing liquid water to exist on the surface.",0
"claim-519,evidence-707918","Since then, the planet has been cooling on a millennial scale[SEP]Using various high-resolution proxies including tree rings, ice cores and sediments, Mann and Jones published reconstructions in August 2003 which indicated that ""late 20th century warmth is unprecedented for at least roughly the past two millennia for the Northern Hemisphere.",0
"claim-519,evidence-143084","Since then, the planet has been cooling on a millennial scale[SEP]Human-induced warming of the climate is expected to continue throughout the 21st century and beyond.",0
"claim-519,evidence-903119","Since then, the planet has been cooling on a millennial scale[SEP]In recent decades, sea ice in the Arctic Ocean has been melting faster than it re-freezes in winter.",0
"claim-519,evidence-1118483","Since then, the planet has been cooling on a millennial scale[SEP]A second edition of the Climate Vulnerability Monitor, ""A Guide to the Cold Calculus of a Hot Planet"", was published in September 2012.",0
"claim-519,evidence-257829","Since then, the planet has been cooling on a millennial scale[SEP]This is because CO warming is offset by climate-cooling aerosols emitted with fossil fuel burning and because at that time non-CO gases, taken together, were responsible for roughly 50% of the anthropogenic greenhouse gas warming.",0
"claim-519,evidence-728481","Since then, the planet has been cooling on a millennial scale[SEP]on all spatial and temporal scales beyond that of individual weather events.",0
"claim-1119,evidence-751260","Prof Adam Scaife, a climate modelling expert at the UK’s Met Office, said the evidence for a link to shrinking Arctic ice was now good: ‘The consensus points towards that being a real effect.’”[SEP]He said that many of the criticisms and allegations of scientific misconduct had been made by people ""who do not like the implications of some of the conclusions"" reached by the CRU's scientists.",0
"claim-1119,evidence-199345","Prof Adam Scaife, a climate modelling expert at the UK’s Met Office, said the evidence for a link to shrinking Arctic ice was now good: ‘The consensus points towards that being a real effect.’”[SEP]In addition, black carbon forcing is two to three times as effective in raising temperatures in the Northern Hemisphere and the Arctic than equivalent forcing values of CO.",0
"claim-1119,evidence-543469","Prof Adam Scaife, a climate modelling expert at the UK’s Met Office, said the evidence for a link to shrinking Arctic ice was now good: ‘The consensus points towards that being a real effect.’”[SEP]The policy recommendations have proved controversial.",0
"claim-1119,evidence-1154657","Prof Adam Scaife, a climate modelling expert at the UK’s Met Office, said the evidence for a link to shrinking Arctic ice was now good: ‘The consensus points towards that being a real effect.’”[SEP]A 2016 paper (which was co-authored by Naomi Oreskes, Peter Doran, William Anderegg, Bart Verheggen, Ed Maibach, J. Stuart Carlton and John Cook, and which was based on a half a dozen independent studies by the authors) concluded that ``the finding of 97 % consensus [that humans are causing recent global warming] in published climate research is robust and consistent with other surveys of climate scientists and peer-reviewed studies.''",0
"claim-424,evidence-1049354","Duffy pointed out that his chart was from a single tide gauge station, near San Francisco, and that sea levels rise at different rates around the world[SEP]Over the 21st century, the IPCC projects that in a high emissions scenario the sea level could rise by 61–110 cm.",0
"claim-424,evidence-754406","Duffy pointed out that his chart was from a single tide gauge station, near San Francisco, and that sea levels rise at different rates around the world[SEP]At low tide most of the reef flat is exposed, at high tide only one cay is visible, The Sound, 100 m by 70 m and one metre above sea level.",0
"claim-424,evidence-743516","Duffy pointed out that his chart was from a single tide gauge station, near San Francisco, and that sea levels rise at different rates around the world[SEP]Land rates are going high in these places.",0
"claim-424,evidence-815290","Duffy pointed out that his chart was from a single tide gauge station, near San Francisco, and that sea levels rise at different rates around the world[SEP]Some authors (Paterson 1993; Alley 1997) have suggested that the difference between the observed rate of sea-level rise (roughly 2 mm/y) and the explained rate of sea-level rise from melting of mountain glaciers, thermal expansion of the ocean, etc.",0
"claim-424,evidence-126263","Duffy pointed out that his chart was from a single tide gauge station, near San Francisco, and that sea levels rise at different rates around the world[SEP]Another important source of sea-level observations is the global network of tide gauges.",0
"claim-424,evidence-214614","Duffy pointed out that his chart was from a single tide gauge station, near San Francisco, and that sea levels rise at different rates around the world[SEP]Episodes explored the effects of rising sea levels, historic droughts and flooding, water scarcity, ocean acidification, deforestation and the rapidly increasing extinction rate of species, but also focused on ""solutions that individuals, communities, companies and even governments can use to address worldwide climate change"", including cheaper solar and wind energy, advancing battery technology and electric cars.",0
"claim-1606,evidence-15402","Renewable energy investment kills jobs.[SEP]Policies include targets for emissions reductions, increased use of renewable energy, and increased energy efficiency.",0
"claim-1606,evidence-435394","Renewable energy investment kills jobs.[SEP]Renewable energy technologies are essential contributors to the energy supply portfolio, as they contribute to world energy security, reduce dependency on fossil fuels, and provide opportunities for mitigating greenhouse gases.",0
"claim-1606,evidence-1192943","Renewable energy investment kills jobs.[SEP]However, starting from the 2010s, in many countries plants designed for baseload supply are being operated as dispatchable generation to balance increasing generation by variable renewable energy.",0
"claim-1279,evidence-1119853","“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.[SEP]In at least some areas, the recent period appears to be warmer than has been the case for a thousand or more years"".",0
"claim-1279,evidence-240134","“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.[SEP]The Arctic is affected by current global warming, leading to Arctic sea ice shrinkage, diminished ice in the Greenland ice sheet, and Arctic methane release as the permafrost thaws.",0
"claim-1279,evidence-1128939","“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.[SEP]For some time the only available satellite record was the UAH version, which (with early versions of the processing algorithm) showed a global cooling trend for its first decade.",0
"claim-1279,evidence-513693","“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.[SEP]On March 31, 2015, the Obama administration formally submitted the US Intended Nationally Determined Contribution (INDC) for greenhouse gas emissions (GHGs) to the United Nations Framework Convention on Climate Change (UNFCCC).",0
"claim-1279,evidence-719267","“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.[SEP]Given the Earth's surface area, that means the globally averaged annual precipitation is .",0
"claim-1279,evidence-1068819","“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.[SEP]By the 1970s, scientists were becoming increasingly aware that estimates of global temperatures showed cooling since 1945, as well as the possibility of large scale warming due to emissions of greenhouse gases.",0
"claim-1279,evidence-1106331","“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.[SEP]Observations by the Mars Reconnaissance Orbiter had previously revealed the possibility of flowing water during the warmest months on Mars.",0
